人 士
病历 病案
古代史 古史
科学史 科技史
建筑史 建设史
政策史 谋略史
战史 军史
医史 医学史
履历 简历
血泪史 兴衰史
简史 逸史
法国史 中国史
政治史 经济史
厂史 村史
艺术史 美术史
电影史 表演史
思想史 学术史
著作史 文学史
改革史 开发史
运动史 体育史
当代史 现代史
出版史 发行史
水利史 工业史
马哲史 哲学史
政治史 外交史
民航史 飞行史
宋史 明史
前途 前景
出息 争气
遭遇 遭际
风浪 风霜
宦途 仕途
冷遇 冷眼
惨境 凄风苦雨
冷暖 炎凉
顺境 佳境
逆境 下坡路
奇遇 巧遇
悲欢离合 生离死别
命运 气运
红运 幸运
苦命 薄命
背运 厄运
时运 时气
同呼吸共命运 共命运
财运 桃花运
福气 福分
眼福 口福
灾祸 灾难
灾害 灾患
祸事 祸乱
浩劫 灭顶之灾
横祸 横事
祸根 祸胎
兵乱 兵燹
匪祸 匪患
外祸 外患
遗祸 后患
天灾 灾荒
涝灾 涝害
水灾 水患
火灾 火警
旱灾 大旱
饥荒 饥
海难 海事
地震 地动
虫灾 虫害
风灾 风害
病害 病虫害
人祸 车祸
内难 国难
隐患 心腹之患
水荒 春旱
祸福 吉凶
苦痛 痛苦
疾苦 困苦
活罪 苦不堪言
磨难 折磨
难题 难点
挫折 失败
冤屈 冤枉
沉冤 不白之冤
恩惠 恩典
大德 大恩大德
甜头 小恩小惠
活命之恩 救命之恩
口惠 实惠
冤仇 冤
切骨之仇 深仇大恨
世仇 旧恶
私仇 新仇旧恨
恩怨 恩仇
分歧 龃龉
敌我矛盾 主要矛盾
嫌隙 隙
荣誉 荣耀
三等奖 特别奖
五连冠 三连冠
发明奖 文学奖
耻辱 羞辱
污点 秽迹
荣辱 盛衰荣辱
成就 造就
收获 果实
建树 卓有建树
新绩 纪录
功劳 功
一等功 头等功
勋劳 勋绩
业绩 功绩
殊勋 奇勋
战功 武功
伟绩 伟业
功在千秋 功在当代
二等功 三等功
过失 过错
功过 功罪
是非 好坏
大是大非 谁是谁非
差错 过错
一差二错 阴差阳错
漏洞 漏子
经验 体验
生意经 农经
教训 鉴
借鉴 龟鉴
印象 记忆
生命 性命
生死 存亡
寿命 寿
长命 长寿
残生 余生
生活 日子
衣食 家常
性生活 性行为
戎马一生 戎马生涯
私生活 组织生活
身心 心身
生计 活计
家计 民生
饮食 茶饭
西餐 大菜
便饭 便酌
酒饭 酌
早饭 早餐
中饭 午饭
晚饭 夜饭
包饭 包伙
大灶 中灶
大锅饭 年夜饭
消息 新闻
风声 风
佳音 福音
传闻 传说
死讯 死信
谣言 谣
桃色新闻 绯闻
珍闻 逸闻
短讯 简讯
音信 音问
形势 情势
现势 现局
危局 危亡
全局 大局
时势 时局
平局 和局
均势 劣势
世局 政局
烂摊子 一潭死水
先手 后手
趋势 趋向
长势 生势
颓势 下坡路
病势 风势
小气候 大气候
潮流 浪头
高潮 低潮
暗流 主流
情况 情形
真情 实情
内情 内幕
来头 来路
详情 端详
概况 概貌
境况 光景
老境 晚景
家境 家道
病情 病况
市面 市场
世面 场面
实景 实处
敌情 军情
近况 盛况
现状 异状
景观 盛景
股市 书市
境地 境域
困境 困厄
惨境 火坑
绝境 绝地
险境 危境
境界 境域
意境 意象
佳境 梦境
梦乡 梦境
必然王国 自由王国
环境 条件
气氛 空气
自然环境 软环境
必要条件 充要条件
大前提 前提
现象 象
陨石雨 流星雨
返祖现象 干涉现象
全食 环食
迹象 征象
苗头 苗子
症状 症候
天文 水文
旱象 险象
预兆 先兆
吉兆 彩头
凶兆 不祥之兆
下落 着落
踪迹 踪影
行踪 行止
足迹 人迹
气候 天候
月令 节令
季风气候 小气候
春令 夏令
风沙 忽冷忽热
收成 收获
年成 年光
秋景 大秋
丰年 大年
平年 常年
荒年 歉年
效用 功用
用处 用途
实效 证验
特效 神效
副作用 负效应
肥效 疗效
社会效益 经济效益
肝功能 心功能
异化作用 同化作用
毒副作用 抑菌作用
反应 影响
反作用 反动
全反射 探究反射
热核反应 可逆反应
自感应 静电感应
名声 名气
名望 美誉
盛名 大名
众望 人望
骂名 秽闻
虚名 浮名
声威 威名
才望 德望
名闻遐迩 大红大紫
情面 人情
顺水人情 秀才人情
面子 体面
势力 势
权势 威武
恶势力 魔爪
国势 强势
威风 威严
下马威 淫威
气势 势
锐气 锐
凶焰 凶气
笔力 骨气
事物 物
主页 网页
对象 目标
劳动对象 优抚对象
原因 因
起因 缘起
情由 事由
病因 病源
祸根 祸端
成因 内因
历算论点 论点
结果 后果
报应 报
恶果 苦果
根源 本源
源头 源流
来源 源
水头 水源
泉源 河源
证据 左证
明证 铁证
罪证 物证
根据 依据
论证 论据
指针 南针
借口 由头
理由 理
把柄 辫子
笑柄 笑谈
话柄 口实
典故 典
出典 出处
目的 鹄的
宗旨 大旨
规律 法则
定律 定理
经济规律 经济法则
自然规律 自然法则
逻辑 论理
勾股定理 逆定理
同一律 排中律
道理 理路
大道理 大义
真理 真谛
正理 公理
歪理 邪说
正义 义
天理 天道
教义 佛法
玄机 玄
情理 物理
世情 人情
死理 一面儿理
哲理 学理
绝对真理 相对真理
辩证逻辑 形式逻辑
意义 义
定义 界说
蕴意 意蕴
内蕴 内涵
狭义 广义
本义 转义
头绪 头脑
条理 条
思路 笔录
笔法 笔路
文理 章法
立场 立脚点
角度 观点
就业观 择业观
文化观 自然观
效益观 利益观
方法 法子
常轨 常规
兵法 韬略
障眼法 遮眼法
反证法 归谬法
花点子 花花点子
茶道 茶艺
灸 腌
集约经营 集约
法术 法
加法 减法
土法 作法
凭证式 捆绑式
拖曳阵 巨石阵
造型艺术 手工艺
生产方式 集约经营
托拉斯 卡特尔
无方 有门儿
头球 点球
诀窍 诀要
步骤 步调
关系 瓜葛
群众关系 人缘儿
裙带关系 性关系
友谊 情谊
老交情 旧交
深情 鱼水情
深交 至交
私交 私情
邦交 国交
世交 神交
缘分 因缘
不解之缘 良缘
前缘 后缘
有缘 无缘
形状 样子
怪相 奇形怪状
地形 地势
体形 身段
条形 线形
多边形 多角形
三角形 三角
菱形 口形
正多边形 正多角形
几何图形 图形
棱锥台 棱台
圆锥台 圆台
圆圈 圈子
原形 雏形
伞状 伞形
球形 球状
马蹄形 相似形
旁切圆 内切圆
小型 中型
脸型 口型
锥形 圆锥形
四面体 多面体
有形 无形
状态 态
物态 静态
不稳 平衡
地理 地质
观念形态 社会形态
式样 样式
时样 时式
排比 排偶
惨象 惨状
密闭式 封闭式
中式 西式
模式 格式
鞋样 货样
校样 大样
单行 单列
家族式 家庭式
价值形式 民族形式
发型 和尚头
装饰 装璜
平装 精装
风景 景色
春光 春色
秋景 秋色
晚景 夜景
旧景 旧貌
青山秀水 清山秀水
名胜古迹 胜迹
雪景 雨景
万木争翠 连苍接翠
景象 现象
美景 良辰美景
幻境 幻影
村容村貌 村容
新气象 新景观
奇观 壮观
镇容 矿容
市貌 院貌
容貌 相貌
美貌 红颜
体貌 风貌
老相 福相
音容 遗容
军容 警容
姿势 姿
雄姿 英姿
婀娜多姿 摇曳多姿
手势 肢势
官架子 花架子
步伐 步履
退步 后步
方步 四方步
正步 箭步
装束 打扮
艳妆 靓妆
仪表 仪容
神情 神色
态度 姿态
言谈 辞色
眼色 眼神
眼光 目光
脸色 面色
笑容 笑脸
喜色 喜气
愁容 愁云
怒容 怒色
凶相 煞气
惧色 惊魂
醉意 酒意
美色 女色
菜色 难色
风度 风采
骨气 风骨
豪气 英气
骄气 傲气
书卷气 书生气
朝气 暮气
大家风范 千古风范
性质 习性
趋光性 慕光性
准确性 准头
可能性 可能
音质 音色
生产经营性 营业性
紧缩性 伸缩性
预见性 前瞻性
广泛性 普及性
不确定性 可变性
诱导性 诱惑性
革命性 探索性
指导性 指令性
背日性 背光性
流动性 流通性
试验性 实验性
紧迫性 迫切性
敏感性 过敏性
趋向性 趋利性
条理性 逻辑性
礼节性 象征性
鼓动性 拉动性
可持续性 延续性
可操作性 操作性
自营性 自主性
永久性 永恒性
局部性 区域性
惯性 弹性
阳性 阴性
急性 慢性
酸性 碱性
药性 酒性
艺术性 学术性
时间性 季节性
同一性 共性
土质 水质
议论性 评论性
歧视性 非歧视性
文献性 信息性
非政治性 政治性
经验性 实践性
绝对性 相对性
致残性 外伤性
普遍性 个人性
大众性 全民性
商业性 推销性
长期性 阶段性
各向同性 各向异性
飞跃性 过渡性
异质性 导电性
客观性 主观性
间断性 连续性
抒情性 描述性
观赏性 娱乐性
可信性 不可靠性
保护性 防御性
攻击性 挑衅性
透明性 公开性
有序性 程序性
顽固性 脆弱性
易燃 易爆
保持性 可持续性
优点 长处
各有所长 学有所长
缺点 缺欠
益处 好处
现成饭 渔人之利
微利 蝇头微利
功名利禄 名利
重义轻利 追名逐利
害处 坏处
积弊 宿弊
切身利益 既得利益
利弊 利害
特征 特点
差别 别
上下 高低
天壤之别 霄壤之别
存小异 存异
温差 时差
三大差别 个别差异
范围 范畴
势力范围 地盘
手心 掌心
省里 省内
火力网 火力圈
通篇 全文
辖区 管区
面积 表面积
亚洲区 冬麦区
每家 哪家
低频 广播段
鄂豫皖 晋冀鲁豫
以西 北面
涉及面 覆盖面
元古界 太古界
全班 全场
全书 全文
半壁河山 半球
值域 定义域
音域 区段
局内 校内
材积 地积
路段 工务段
处处 各方
领域 天地
界 林
一方面 一边
双方 双边
多方面 多边
官场 宦海
文学界 文坛
文艺界 艺苑
诗坛 书坛
学界 知识界
借方 收方
戏曲界 梨园
贷方 付方
着力点 着力处
前端 前者
负面 阴暗面
商业界 商界
汽车界 汽车业界
各界 各行各业
工商界 工商企业界
社科界 社会科学界
正面 反面
男方 女方
论坛 乒坛
业界 技术界
结合点 分歧点
农林 武林佛
佛教界 宗教界
报界 新闻界
史学界 语言学界
美术界 艺术界
话剧界 京剧界
经济界 金融界
司法界 法律界
工业界 农业界
企业界 工商企业界
航天界 宇航界
体育界 足球界
医疗界 医卫界
电影界 演艺界
环节 环
系统 系
血统 血缘
分系统 子系统
合作网 协作网
互联网 互联网络
观测网 监测网
互联网 计算机网
管网 管道网
山系 水系
循环系统 消化系统
交换网 同步网
思想体系 工业体系
关系网 中国画系
矿脉 龙脉
广域网 局域网
电视网 广播网
数字网 模拟网
公路网 铁路网
电信网 电话网
种类 类别
物种 种
新品种 新品
此类 该类
雌雄同体 雌雄同株
雌雄异体 雌雄异株
低高型 高低型
研究型 科研型
人种 树种
国别 性别
鳞翅目 长鼻目
龙胆科 菊科
杂项 专项
大师级 教授级
副县级 职级
九段 八段
初级 标准级
艺术类 文艺类
蜥脚类 哺乳类
义务兵 防空兵
三类 二类
县属 区属
重量级 轻量级
学者型 知识型
血型 音型
大中型 中小型
服务型 生产型
技术型 技能型
传统型 现代型
出口创汇型 出口型
肥胖型 瘦肉型
豪华型 普通型
劳动密集型 密集型
外向型 内向型
非农 钻工
某种 那种
年龄组 成年组
琴棋书画 琴书
各种 各族
词类 词条
一年生 次生
本项 内项
结构 构造
班子 架子
梯队 梯级
建制 体制
车架 井架
空间结构 网络结构
次序 次第
词序 语序
席次 座次
层次 层系
排行 行
流水线 流程
头一回 首轮
下一场 接下来
本次 此次
白班 日班
等次 名次
版次 印次
日程 议程
工序 岁序
日场 晚场
白班 晚班
有序 无序
升序 叶序
子程序 主程序
有限花序 圆锥花序
单层次 多层次
臭氧层 领导层
顶层 高层
对流层 跃变层
自下而上 自上而下
行列 行
一行 一条龙
雁行 雁阵
工薪层 工薪阶层
串列 数列
全队 编队
男队 女队
相控阵 方阵
表面 外表
门面 伪装
卡面 镜面
宏观 直观
接触面 平行面
实质 精神
根本 基本
关键 症结
地心 地核
切入点 突破点
核心 中心
中枢 心脏
电枢 水利枢纽
因素 要素
铈 浓缩铀
黑色素 胡萝卜素
惰性元素 化学元素
象素 音素
成分 分
水分 潮气
养分 营养
含硫分 糖分
表语 宾语
氨基 氨基酸
胰蛋白酶 蛋白酶
标准 基准
准则 信条
榜样 样板
好榜样 表率
师表 师范
垂范 典型
质量 品质
水平 水准
高质 质量上乘
灰质 金质
象牙质 牙质
基础 根基
界限 界线
只限 限于
下线 底线
高纬度 低纬度
格子 网格
分数线 基线
边防线 海防线
限度 限
顶点 顶峰
极致 极了
阴极 负极
正极 阳极
上限 下限
栅极 电极
多极 单极
分寸 尺寸
分量 斤两
力气 气力
死力 死劲儿
体力 膂力
脚力 脚劲
人力 人工
大力 鼎立
绵薄 犬马之劳
力量 力
生命力 活力
视力 目力
财力 资力
兵力 军力
武力 暴力
法力 佛法
反冲力 坐力
附着力 黏着力
引力 吸力
地心引力 重力
万有引力 引力
拉力 张力
旁压力 侧压力
内聚力 凝聚力
笔力 骨力
蓬勃生机 勃勃生机
运力 加力
威力 潜力
实力 主力
一臂之力 回天之力
魔力 魅力
牵引力 续航力
生产力 战斗力
低压 工业气压
电力 风力
臂力 腕力
静摩擦力 摩擦力
离心力 向心力
带动力 驱动力
力矩 动量矩
能量 能
势能 位能
热能 热量
核子能 核能
动能 电能
名称 名目
美名 美称
尊称 大号
爱称 昵
别称 又称
俗称 俗名
名目 名堂
名义 名
幌子 招牌
曲牌 牌子
标题 题目
副标题 副题
罪名 帽子
专名 学名
字号 呼号
职称 简称
妇幼 党政军
老字号 军字号
丁丑 辛丑
宝号 道号
荣记 老五
憎称 总称
大不列颠 拉丁
程序名 路径名
粤 豫
中欧 两湖
先进县 发达县
特困县 贫困县
姓名 全名
姓 姓氏
复姓 双姓
贵姓 尊姓
名字 名
大名 芳名
表字 字
小名 乳名
假名 化名
别名 别号
外号 绰号
客姓 外姓
官名 学名
大姓 汉姓
邵 滕
道格拉斯 加里波第
李先念 刘少奇
冠名 起名
生肖 属相
鼠 牛
性别 性
男性 女性
籍贯 籍
原籍 祖籍
户籍 户口
川籍 四川籍
外籍 寄籍
资格 身价
国籍 党籍
参议员 政治委员
监护人 共产党人
摊主 特使
出身 身家
辈分 行辈
吾辈 吾侪
平辈 同辈
上辈 长辈
下辈 小辈
体格 腰板儿
身体 人
性格 性情
天性 个性
牛脾气 牛性
老脾气 故态
孩子气 稚气
耐性 野性
帅气 妖气
品行 品性
人格 人品
高风亮节 德艺双馨
道德 德行
美德 贤德
妇道 三从四德
公德 私德
作风 气
阔气 阔
平均主义 大锅饭
利己主义 个人主义
悲观主义 专制主义
伦常 人伦
孝道 孝
纲常 三纲五常
节操 节
大节 大德
小节 晚节
贞操 贞节
胆量 胆力
魄力 气魄
血性 血气
气量 器量
海量 洪量
气概 骨气
侠骨 铁骨
智慧 智
天资 天才
心窍 心劲
才智 聪明才智
自知之明 知人之明
才能 才力
才华 才气
奇才 雄才
口才 辩才
文才 笔墨
本领 本事
技术 技能
神通 三头六臂
特长 专长
武艺 本领
舞技 舞艺
球技 球艺
高技术 高新技术
战技术 战术
医道 水性
青艺 鲁艺
非技术 骗术
帅才 异才
能力 力量
记忆力 记性
眼力 眼光
听力 脑力
功夫 功力
修养 涵养
苦功 内功
高素质 素质
思想 思
思想意识 观念
精神 魂
心思 情思
脑子 脑
脑海 脑际
意匠 匠心
思路 思绪
上进心 进取心
警惕性 戒心
信心 信念
忌妒心 妒忌心
欢心 自尊心
国魂 海魂
感想 感
观感 杂感
内心 心里
居心 用心
心事 心曲
恻隐之心 慈心
好奇心 少年心
良心 人心
丹心 赤心
私心 私念
邪心 贼心
外心 异心
黑心 恶心
感觉 知觉
同感 共鸣
听觉 视觉
快感 美感
寒意 倦意
心痛 酸痛
感情 情愫
常情 人情
乡情 侨情
父爱 母爱
心意 情意
本心 本意
好心 善心
厚意 雅意
谢意 谢忱
歉意 歉
假意 虚情假意
心情 情绪
豪情 激情
民情 群情
亢奋 激奋
爱情 情爱
春情 风情
初恋 单相思
苦心 苦口婆心
忧心 忧虑
心病 隐痛
内忧 远虑
怒火 怒气
众怒 公愤
不平 夹板气
怨气 怨
幽怨 幽愤
宿怨 积怨
欲望 欲念
情欲 人事
物欲 食欲
贪心 野心
需要 需求
不时之需 时宜
毒瘾 烟瘾
指望 希望
厚望 奢望
愿望 希望
志愿 志
夙愿 素愿
初愿 初衷
遗愿 弘愿
意图 图
意旨 旨意
计划 规划
大计 鸿图
小九九 如意算盘
计策 策略
权术 智术
韬略 战略
巧计 妙计
上策 万全之策
阴谋 诡计
毒计 毒谋
故智 故伎
反间计 苦肉计
上策 中策
手段 手腕
高招 绝招
花招 把戏
花头 花枪
冷箭 暗箭
辣手 毒手
惯技 软刀子
理想 志向
发财梦 致富梦
幻想 空想
泡影 梦幻泡影
梦幻 梦乡
噩梦 恶梦
志气 意气
意志 心志
干劲 劲头
兴趣 兴味
兴致 兴会
意气 气味
乐趣 生趣
诗兴 诗思
雅兴 豪兴
嗜好 爱好
瘾头 瘾
情致 致
雅趣 幽趣
韵味 韵致
余韵 遗韵
词韵 诗韵
想法 想头
主意 主见
坏主意 馊主意
见解 见识
卓见 灼见
创见 新意
定见 定盘星
浅见 管见
成见 入主出奴
偏见 偏
异议 异言
人生观 世界观
政见 私见
己见 书生之见
理性认识 感性认识
精华 菁华
宝贝 宝物
财富 遗产
毫毛 鸿毛
赘疣 蛇足
糟粕 草芥
枯木朽株 僵尸
萌芽 胚芽
朝露 昙花
空架子 泥足巨人
大杂烩 杂烩
阻力 阻碍
电抗 内阻
屏障 屏蔽
挡风遮雨 遮风挡雨
路障 热障
枷锁 约束
教学关 科研关
诱饵 糖衣炮弹
圈套 钩
护身符 护符
途径 路径
道路 道
长征 万里长征
正路 正道
坦途 阳关大道
邪路 邪道
后门 方便之门
歧路 歧途
老路 覆辙
绝路 末路
近路 捷径
半路 半途
后路 后手
阶 阶梯
敲门砖 垫脚石
致富线 富民路
生路 出路
烟道 分洪道
神 神仙
造物主 上帝
女神 神女
仙女 仙子
圣母 娘娘
天使 安琪儿
上帝 耶和华
基督 耶稣
佛陀 佛
西王母 王母娘娘
观世音 观音
财神 财神爷
阎罗 阎王
土地 土地老
灶神 灶君
凶神 凶神恶煞
弥勒 如来佛
三宝 圣诞老人
保护神 战神
鬼 鬼魂
魔鬼 魔
恶鬼 魔王
无常 小鬼
妖 妖怪
狐仙 狐狸精
山魈 妖猴
魂 魂灵
阴魂 幽魂
英魂 英灵
妖魔鬼怪 魑魅
神怪 神异
天国 天堂
天宫 玉宇
月宫 蟾宫
龙宫 水晶宫
蓬莱 瑶池
阴间 阴曹
前生 前世
来世 来生
龙 苍龙
蛟龙 蛟
虬龙 虬
凤 凤凰
麒麟 麟
世界 世
第三世界 第三国际
第二国际 第三国际
奴隶社会 封建社会
人间 人世
国家 国
全国 通国
中原 华夏
盟国 盟邦
外国 外
邻国 邻邦
万国 列国
大国 泱泱大国
共和国 民主国
王国 帝国
主权国 独立国
属国 藩国
联邦 邦联
本国 我国
岛国 内陆国
工业国 农业国
宗主国 保护国
侵略国 交战国
祖国 公国
亚美尼亚 哥斯达黎加
太平天国 满洲国
越方 伊方
核国家 无核国家
发达国家 发展中国家
他国 古国
诸国 该国
中华民国 中华人民共和国
小国 弱国
省 省份
县 邑
乡 镇
我省 本省
本县 我县
东洋 东瀛
各州 全州
地县 市县
中央 地方
行政区 行政区域
